director_name,num_critic_for_reviews,director_likes,actor_3_name,actor_3_likes,actor_2_name,actor_2_likes,actor_1_name,actor_1_likes,gross,Movie Name,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_likes
David Yates,248,282,Casper Crump,103,Alexander SkarsgÃ¥rd,10000,Christoph Waltz,11000,124051759,The Legend of TarzanÂ ,42372,21175,239,English,USA,PG-13,180000000,2016,6.6,2.35,29000
Steve Hickner,194,58,Rip Torn,826,Oprah Winfrey,852,Matthew Broderick,2000,126597121,Bee MovieÂ ,105902,6576,206,English,USA,PG,150000000,2007,6.2,1.85,0
Jennifer Yuh Nelson,284,90,Mike Bell,15,Gary Oldman,10000,Angelina Jolie Pitt,11000,165230261,Kung Fu Panda 2Â ,182718,21015,209,English,USA,PG,150000000,2011,7.3,2.35,20000
M. Night Shyamalan,280,0,Aasif Mandvi,346,Noah Ringer,756,Seychelle Gabriel,1000,131564731,The Last AirbenderÂ ,118951,2857,1382,English,USA,PG,150000000,2010,4.2,2.35,18000
J.J. Abrams,310,14000,Eddie Marsan,979,Tom Cruise,10000,Philip Seymour Hoffman,22000,133382309,Mission: Impossible IIIÂ ,256695,34817,871,English,USA,PG-13,150000000,2006,6.9,2.35,0
Roland Emmerich,339,776,Matt Craven,256,Jake Weber,551,Channing Tatum,17000,73103784,White House DownÂ ,164238,18204,434,English,USA,PG-13,150000000,2013,6.4,2.35,33000
Simon Wells,132,25,Tom Everett Scott,433,Dan Fogler,562,Elisabeth Harnois,921,21379315,Mars Needs MomsÂ ,17590,2652,112,English,USA,PG,150000000,2011,5.4,2.35,0
David Bowers,135,42,David Suchet,586,Kate Winslet,14000,Hugh Jackman,20000,64459316,Flushed AwayÂ ,85086,35161,122,English,UK,PG,149000000,2006,6.7,1.85,0
Joe Wright,256,456,Nonso Anozie,394,Cara Delevingne,548,Hugh Jackman,20000,34964818,PanÂ ,39956,21393,186,English,USA,PG,150000000,2015,5.8,2.35,24000
Rob Minkoff,196,50,Karan Brar,517,Zach Callison,1000,Ty Burrell,3000,111505642,Mr. Peabody & ShermanÂ ,47900,5810,130,English,USA,PG,145000000,2014,6.9,1.85,11000
Wolfgang Petersen,220,249,Julian Glover,844,Orlando Bloom,5000,Brad Pitt,11000,133228348,TroyÂ ,381672,17944,1694,English,USA,R,175000000,2004,7.2,2.35,0
Eric Darnell,211,35,Cedric the Entertainer,436,Martin Short,770,Jada Pinkett Smith,851,216366733,Madagascar 3: Europe's Most WantedÂ ,119213,2444,154,English,USA,PG,145000000,2012,6.9,1.85,17000
Lee Tamahori,264,93,Rick Yune,746,Colin Salmon,766,Toby Stephens,769,160201106,Die Another DayÂ ,169914,2538,1185,English,UK,PG-13,142000000,2002,6.1,2.35,0
Paul Feig,464,176,Zach Woods,322,Kate McKinnon,370,Ed Begley Jr.,783,118099659,GhostbustersÂ ,69757,2097,1211,English,USA,PG-13,144000000,2016,5.5,2.35,62000
Michael Bay,167,0,Will Patton,537,Steve Buscemi,12000,Bruce Willis,13000,201573391,ArmageddonÂ ,322395,26029,1171,English,USA,PG-13,140000000,1998,6.6,2.35,11000
Barry Sonnenfeld,208,188,Rip Torn,826,Rosario Dawson,3000,Will Smith,10000,190418803,Men in Black IIÂ ,270207,14823,606,English,USA,PG-13,140000000,2002,6.1,1.85,2000
Robert Zemeckis,287,0,Sebastian RochÃ©,964,Anthony Hopkins,12000,Robin Wright,18000,82161969,BeowulfÂ ,142440,31523,505,English,USA,PG-13,150000000,2007,6.3,2.35,3000
Alessandro Carloni,210,5,Wayne Knight,967,Angelina Jolie Pitt,11000,J.K. Simmons,24000,143523463,Kung Fu Panda 3Â ,64322,36095,145,English,USA,PG,145000000,2016,7.2,2.35,24000
Brad Bird,432,663,Michael Nyqvist,690,Jeremy Renner,10000,Tom Cruise,10000,209364921,Mission: Impossible - Ghost ProtocolÂ ,365104,21768,512,English,USA,PG-13,145000000,2011,7.4,2.35,35000
Peter Ramsey,256,52,Khamani Griffin,161,Kamil McFadden,315,Hugh Jackman,20000,103400692,Rise of the GuardiansÂ ,123553,20645,174,English,USA,PG,145000000,2012,7.3,1.85,25000
Dean Parisot,135,23,David Herman,233,Richard Burgi,550,John Michael Higgins,957,110332737,Fun with Dick and JaneÂ ,110788,1997,258,English,USA,PG-13,100000000,2005,6.1,2.35,2000
Edward Zwick,190,380,Chad Lindberg,445,Tony Goldwyn,956,Tom Cruise,10000,111110575,The Last SamuraiÂ ,317166,11945,928,English,USA,R,140000000,2003,7.7,2.35,0
Ridley Scott,314,0,Ben Mendelsohn,748,MarÃ­a Valverde,893,Christian Bale,23000,65007045,Exodus: Gods and KingsÂ ,128682,26490,657,English,UK,PG-13,140000000,2014,6.1,2.35,51000
J.J. Abrams,518,14000,Bruce Greenwood,981,Leonard Nimoy,12000,Chris Hemsworth,26000,257704099,Star TrekÂ ,504419,39284,1559,English,USA,PG-13,150000000,2009,8,2.35,19000
Sam Raimi,291,0,Kirsten Dunst,4000,James Franco,11000,J.K. Simmons,24000,403706375,Spider-ManÂ ,544665,40484,2012,English,USA,PG-13,139000000,2002,7.3,1.85,5000
Dean DeBlois,292,255,America Ferrera,953,Djimon Hounsou,3000,Gerard Butler,18000,176997107,How to Train Your Dragon 2Â ,221128,23378,343,English,USA,PG,145000000,2014,7.9,2.35,46000
Alex Proyas,184,295,Bryan Brown,284,Elodie Yung,934,Gerard Butler,18000,31141074,Gods of EgyptÂ ,51892,19769,273,English,USA,PG-13,140000000,2016,5.5,2.35,24000
Rob Cohen,145,357,Richard Roxburgh,653,Joe Morton,780,Sam Shepard,820,31704416,StealthÂ ,45455,2705,388,English,USA,PG-13,135000000,2005,5,2.35,0
Zack Snyder,451,0,Stephen McHattie,413,Billy Crudup,745,Matt Frewer,986,107503316,WatchmenÂ ,392474,2530,1229,English,USA,R,130000000,2009,7.7,2.35,18000
Richard Donner,141,503,Darlene Love,91,Rene Russo,808,Jet Li,5000,129734803,Lethal Weapon 4Â ,127497,6171,287,English,USA,R,140000000,1998,6.6,2.35,0
Ang Lee,267,0,Celia Weston,258,Regi Davis,300,Kevin Rankin,820,132122995,HulkÂ ,212106,1814,1445,English,USA,PG-13,137000000,2003,5.7,1.85,0
Jon M. Chu,351,209,Elodie Yung,934,Dwayne Johnson,12000,Channing Tatum,17000,122512052,G.I. Joe: RetaliationÂ ,146352,31958,288,English,USA,PG-13,130000000,2013,5.8,2.35,42000
Breck Eisner,163,42,Delroy Lindo,848,Rainn Wilson,973,Matthew McConaughey,11000,68642452,SaharaÂ ,77673,13073,463,English,UK,PG-13,130000000,2005,6,2.35,0
Hironobu Sakaguchi,166,6,Jean Simmons,422,Ming-Na Wen,2000,Steve Buscemi,12000,32131830,Final Fantasy: The Spirits WithinÂ ,72259,15015,788,English,USA,PG-13,137000000,2001,6.4,1.85,0
Joe Johnston,510,394,Hayley Atwell,2000,Dominic Cooper,3000,Chris Evans,11000,176636816,Captain America: The First AvengerÂ ,508818,19761,679,English,USA,PG-13,140000000,2011,6.9,2.35,46000
Michael Apted,197,150,Desmond Llewelyn,244,Maria Grazia Cucinotta,536,Colin Salmon,766,126930660,The World Is Not EnoughÂ ,157519,2037,683,English,UK,PG-13,135000000,1999,6.4,2.35,2000
Peter Weir,244,608,David Threlfall,168,Lee Ingleby,172,James D'Arcy,613,93926386,Master and Commander: The Far Side of the WorldÂ ,168207,1205,684,English,USA,PG-13,150000000,2003,7.4,2.35,0
Bill Condon,322,386,Taylor Lautner,12000,Kristen Stewart,17000,Robert Pattinson,21000,292298923,The Twilight Saga: Breaking Dawn - Part 2Â ,185394,59177,329,English,USA,PG-13,120000000,2012,5.5,2.35,65000
George Miller,156,750,Common,988,Brad Pitt,11000,Robin Williams,49000,63992328,Happy Feet 2Â ,32399,62644,79,English,Australia,PG,135000000,2011,5.9,2.35,0
Louis Leterrier,354,255,William Hurt,882,Peter Mensah,1000,Ty Burrell,3000,134518390,The Incredible HulkÂ ,326286,5811,643,English,USA,PG-13,150000000,2008,6.8,2.35,0
,21,,John Diehl,184,Philip Michael Thomas,321,Don Johnson,982,,Miami ViceÂ             ,16769,1687,74,English,USA,TV-14,1500000,,7.5,1.33,0
Steven Spielberg,252,14000,Rafe Spall,358,Penelope Wilton,400,Mark Rylance,535,52792307,The BFGÂ ,12572,1950,106,English,UK,PG,140000000,2016,6.8,2.35,27000
Alejandro G. IÃ±Ã¡rritu,556,0,Lukas Haas,733,Tom Hardy,27000,Leonardo DiCaprio,29000,183635922,The RevenantÂ ,406020,57108,1188,English,USA,R,135000000,2015,8.1,2.35,190000
David Soren,166,13,Ben Schwartz,463,Snoop Dogg,881,Ryan Reynolds,16000,83024900,TurboÂ ,62424,17416,90,English,USA,PG,135000000,2013,6.5,2.35,13000
Gore Verbinski,362,563,Stephen Root,939,Ray Winstone,1000,Johnny Depp,40000,123207194,RangoÂ ,183208,43291,337,English,USA,PG,135000000,2011,7.2,2.35,26000
Eric Darnell,153,35,Andy Richter,179,Annet Mahendru,411,Benedict Cumberbatch,19000,83348920,Penguins of MadagascarÂ ,60230,19963,118,English,USA,PG,132000000,2014,6.7,1.85,11000
Paul Greengrass,329,521,Albert Finney,883,Edgar RamÃ­rez,897,Matt Damon,13000,227137090,The Bourne UltimatumÂ ,491077,17369,820,English,USA,PG-13,110000000,2007,8.1,2.35,0
Mark Osborne,266,54,Dan Fogler,562,Wayne Knight,967,Angelina Jolie Pitt,11000,215395021,Kung Fu PandaÂ ,307029,12754,360,English,USA,PG,130000000,2008,7.6,2.35,6000
Peyton Reed,517,235,T.I.,680,Hayley Atwell,2000,Judy Greer,2000,180191634,Ant-ManÂ ,313866,5730,549,English,USA,PG-13,130000000,2015,7.4,1.85,61000
Francis Lawrence,502,508,Sandra Ellis Lafferty,523,Josh Hutcherson,14000,Jennifer Lawrence,34000,424645577,The Hunger Games: Catching FireÂ ,498397,49355,706,English,USA,PG-13,130000000,2013,7.6,2.35,82000
Bill Condon,322,386,Taylor Lautner,12000,Kristen Stewart,17000,Robert Pattinson,21000,292298923,The Twilight Saga: Breaking Dawn - Part 2Â ,185394,59177,329,English,USA,PG-13,120000000,2012,5.5,2.35,65000
Tim Johnson,165,12,April Winchell,183,Matt Jones,523,Jim Parsons,17000,177343675,HomeÂ ,70121,17883,214,English,USA,PG,135000000,2015,6.7,1.85,26000
Steven Spielberg,401,14000,Rick Gonzalez,807,Lisa Ann Walter,1000,Tom Cruise,10000,234277056,War of the WorldsÂ ,334345,12758,2741,English,USA,PG-13,132000000,2005,6.5,1.85,0
Michael Bay,94,0,Jordi MollÃ ,877,Henry Rollins,898,Will Smith,10000,138396624,Bad Boys IIÂ ,178126,12954,511,English,USA,R,130000000,2003,6.6,2.35,0
Chris Miller,246,50,Amy Sedaris,397,Constance Marie,442,Salma Hayek,4000,149234747,Puss in BootsÂ ,114287,5046,137,English,USA,PG,130000000,2011,6.7,2.35,16000
Phillip Noyce,330,176,August Diehl,282,Andre Braugher,702,Angelina Jolie Pitt,11000,118311368,SaltÂ ,245621,12406,514,English,USA,PG-13,110000000,2010,6.4,2.35,23000
Darren Aronofsky,434,0,Logan Lerman,8000,Emma Watson,9000,Anthony Hopkins,12000,101160529,NoahÂ ,200022,32355,1240,English,USA,PG-13,125000000,2014,5.8,1.85,71000
Steven Spielberg,440,14000,Tony Curran,845,Mackenzie Crook,871,Toby Jones,2000,77564037,The Adventures of TintinÂ ,177383,4631,447,English,USA,PG,135000000,2011,7.4,2.35,44000
Alfonso CuarÃ³n,274,0,Rupert Grint,10000,Gary Oldman,10000,Daniel Radcliffe,11000,249358727,Harry Potter and the Prisoner of AzkabanÂ ,382255,33284,1504,English,UK,PG,130000000,2004,7.8,2.35,11000
Baz Luhrmann,245,1000,Eddie Baroo,165,Bryan Brown,284,Essie Davis,309,49551662,AustraliaÂ ,102338,921,450,English,Australia,PG-13,130000000,2008,6.6,2.35,0
M. Night Shyamalan,349,0,Glenn Morshower,894,ZoÃ« Kravitz,943,Will Smith,10000,60522097,After EarthÂ ,158720,14168,744,English,USA,PG-13,130000000,2013,4.9,2.35,37000
Eric Leighton,145,0,Della Reese,388,D.B. Sweeney,558,Alfre Woodard,1000,137748063,DinosaurÂ ,38438,2945,241,English,USA,PG,127500000,2000,6.5,1.85,0
Matt Birch,1,0,Ralph Ineson,159,Dave Legeno,570,Rupert Grint,10000,,Harry Potter and the Deathly Hallows: Part IIÂ ,381,11036,2,English,UK,,,2011,7.5,,40
Shawn Levy,154,189,Steve Coogan,1000,Rami Malek,3000,Robin Williams,49000,113733726,Night at the Museum: Secret of the TombÂ ,67223,53587,126,English,USA,PG,127000000,2014,6.2,1.85,11000
Tom McGrath,233,96,Will Ferrell,8000,Brad Pitt,11000,J.K. Simmons,24000,148337537,MegamindÂ ,172754,46120,187,English,USA,PG,130000000,2010,7.3,2.35,13000
Chris Columbus,258,0,Verne Troyer,645,Fiona Shaw,687,Daniel Radcliffe,11000,317557891,Harry Potter and the Sorcerer's StoneÂ ,444683,13191,1571,English,UK,PG,125000000,2001,7.5,2.35,16000
Robert Schwentke,208,124,Stephanie Szostak,1000,Jeff Bridges,12000,Ryan Reynolds,16000,33592415,R.I.P.D.Â ,91640,31549,210,English,USA,PG-13,130000000,2013,5.6,2.35,20000
Hideaki Anno,1,28,Atsuko Maeda,12,Shin'ya Tsukamoto,106,Mark Chinnery,544,,Godzilla ResurgenceÂ ,374,699,13,Japanese,Japan,,,2016,8.2,2.35,0
Gore Verbinski,271,563,Jack Davenport,1000,Orlando Bloom,5000,Johnny Depp,40000,305388685,Pirates of the Caribbean: The Curse of the Black PearlÂ ,809474,48184,2113,English,USA,PG-13,140000000,2003,8.1,2.35,10000
Matt Birch,4,0,Alfred Enoch,1000,Toby Jones,2000,Rupert Grint,10000,,Harry Potter and the Deathly Hallows: Part IÂ ,252,14719,2,English,UK,,,2010,6.4,,25
Francis Lawrence,403,508,Josh Hutcherson,14000,Philip Seymour Hoffman,22000,Jennifer Lawrence,34000,337103873,The Hunger Games: Mockingjay - Part 1Â ,305008,81385,591,English,USA,PG-13,125000000,2014,6.7,2.35,52000
Ron Howard,294,2000,JÃ¼rgen Prochnow,362,Seth Gabel,574,Tom Hanks,15000,217536138,The Da Vinci CodeÂ ,314253,16008,1966,English,USA,PG-13,125000000,2006,6.6,2.35,0
Carlos Saldanha,159,107,Jeffrey Garcia,56,Rachel Crow,237,Miguel Ferrer,688,131536019,Rio 2Â ,58498,1031,99,English,USA,G,103000000,2014,6.4,2.35,0
Bryan Singer,289,0,Aaron Stanford,346,Bruce Davison,505,Hugh Jackman,20000,214948780,X-Men 2Â ,405973,20952,1055,English,Canada,PG-13,110000000,2003,7.5,2.35,0
Justin Lin,342,681,Dwayne Johnson,12000,Vin Diesel,14000,Paul Walker,23000,209805005,Fast FiveÂ ,284792,55345,366,English,USA,PG-13,125000000,2011,7.3,2.35,54000
Guy Ritchie,382,0,Paul Anderson,154,Eddie Marsan,979,Robert Downey Jr.,21000,186830669,Sherlock Holmes: A Game of ShadowsÂ ,338635,22403,412,English,USA,PG-13,125000000,2011,7.5,2.35,39000
Louis Leterrier,344,255,Alexa Davalos,850,Jason Flemyng,1000,Liam Neeson,14000,163192114,Clash of the TitansÂ ,229679,18003,637,English,USA,PG-13,125000000,2010,5.8,2.35,15000
Paul Verhoeven,196,719,Marshall Bell,217,Rachel Ticotin,308,Ronny Cox,605,119412921,Total RecallÂ ,240241,1441,391,English,USA,R,65000000,1990,7.5,1.85,0
John McTiernan,85,323,Clive Russell,241,Vladimir Kulich,372,Tony Curran,845,32694788,The 13th WarriorÂ ,101411,1815,546,English,USA,R,85000000,1999,6.6,2.35,0
Tony Gilroy,436,209,Stacy Keach,602,Scott Glenn,826,Jeremy Renner,10000,113165635,The Bourne LegacyÂ ,229823,12175,504,English,USA,PG-13,125000000,2012,6.7,2.35,31000
Joel Schumacher,183,541,John Glover,409,Vivica A. Fox,890,Michael Gough,920,107285004,Batman & RobinÂ ,189855,2699,1018,English,USA,PG-13,125000000,1997,3.7,1.85,0
Ron Howard,175,2000,Molly Shannon,636,T.J. Thyne,722,Clint Howard,1000,260031035,How the Grinch Stole ChristmasÂ ,141414,4146,482,English,USA,PG,123000000,2000,6,1.85,0
Roland Emmerich,239,776,Sela Ward,812,Dennis Quaid,2000,Jake Gyllenhaal,15000,186739919,The Day After TomorrowÂ ,333248,20553,1159,English,USA,PG-13,125000000,2004,6.4,2.35,19000
John Woo,237,610,Richard Roxburgh,653,Dougray Scott,794,Tom Cruise,10000,215397307,Mission: Impossible IIÂ ,242188,11930,1426,English,USA,PG-13,125000000,2000,6.1,2.35,0
Wolfgang Petersen,231,249,Bob Gunton,461,Mary Elizabeth Mastrantonio,638,Karen Allen,784,182618434,The Perfect StormÂ ,133076,2684,779,English,USA,PG-13,140000000,2000,6.4,2.35,0
Tim Story,262,167,Andre Braugher,702,Ioan Gruffudd,2000,Chris Evans,11000,131920333,Fantastic 4: Rise of the Silver SurferÂ ,213275,15302,436,English,USA,PG,130000000,2007,5.6,2.35,0
Ang Lee,552,0,Tabu,341,Rafe Spall,358,Suraj Sharma,774,124976634,Life of PiÂ ,440084,2121,755,English,USA,PG,120000000,2012,8,1.85,122000
Mark Steven Johnson,276,160,Peter Fonda,402,Matt Long,701,Nicolas Cage,12000,115802596,Ghost RiderÂ ,182661,14017,681,English,USA,PG-13,110000000,2007,5.2,2.35,0
Paul Greengrass,267,521,Ato Essandoh,265,Riz Ahmed,365,Matt Damon,13000,108521835,Jason BourneÂ ,40123,13752,297,English,UK,PG-13,120000000,2016,7.1,2.35,31000
McG,102,368,Justin Theroux,1000,Bernie Mac,1000,Demi Moore,2000,100685880,Charlie's Angels: Full ThrottleÂ ,100821,4046,554,English,USA,PG-13,120000000,2003,4.8,2.35,0
Ridley Scott,775,0,Sean Harris,641,Charlize Theron,9000,Michael Fassbender,13000,126464904,PrometheusÂ ,456260,24098,2326,English,USA,R,130000000,2012,7,2.35,97000
Rob Minkoff,71,50,Melanie Griffith,537,Brad Garrett,799,Nathan Lane,886,64736114,Stuart Little 2Â ,36471,2682,69,English,USA,PG,120000000,2002,5.4,1.85,459
Neill Blomkamp,476,662,Alice Braga,1000,Sharlto Copley,2000,Matt Damon,13000,93050117,ElysiumÂ ,338087,17689,814,English,USA,R,115000000,2013,6.6,2.35,61000
David Twohy,207,123,Christina Cox,567,Alexa Davalos,850,Vin Diesel,14000,57637485,The Chronicles of RiddickÂ ,183909,17159,666,English,USA,PG-13,105000000,2004,6.7,2.35,0
JosÃ© Padilha,492,294,Jennifer Ehle,1000,Abbie Cornish,2000,Gary Oldman,10000,58607007,RoboCopÂ ,182899,14161,630,English,USA,PG-13,100000000,2014,6.2,2.35,60000
Lana Wachowski,284,0,Nicholas Elia,87,Kick Gurry,107,Scott Porter,690,43929341,Speed RacerÂ ,57873,902,414,English,USA,PG,120000000,2008,6.1,2.35,0
James L. Brooks,168,274,Teyonah Parris,157,Domenick Lombardozzi,216,Shelley Conn,273,30212620,How Do You KnowÂ ,35066,993,196,English,USA,PG-13,120000000,2010,5.3,1.85,0
James Mangold,283,446,Jordi MollÃ ,877,Marc Blucas,973,Tom Cruise,10000,76418654,Knight and DayÂ ,148280,12731,348,English,USA,PG-13,117000000,2010,6.3,2.35,11000
Joseph Kosinski,539,364,ZoÃ« Bell,1000,Tom Cruise,10000,Morgan Freeman,11000,89021735,OblivionÂ ,387436,22004,892,English,USA,PG-13,120000000,2013,7,2.35,71000
George Lucas,359,0,Hayden Christensen,4000,Christopher Lee,16000,Natalie Portman,20000,380262555,Star Wars: Episode III - Revenge of the SithÂ ,520104,44042,3286,English,USA,PG-13,113000000,2005,7.6,2.35,10000
George Lucas,284,0,Hayden Christensen,4000,Christopher Lee,16000,Natalie Portman,20000,310675583,Star Wars: Episode II - Attack of the ClonesÂ ,464310,42990,3516,English,USA,PG,115000000,2002,6.7,1.78,0
Pete Docter,250,0,James Coburn,773,John Ratzenberger,1000,Steve Buscemi,12000,289907418,"Monsters, Inc.Â ",585659,15013,593,English,USA,G,115000000,2001,8.1,1.85,0
James Mangold,440,446,Rila Fukushima,929,Tao Okamoto,992,Hugh Jackman,20000,132550960,The WolverineÂ ,328067,23755,533,English,USA,PG-13,120000000,2013,6.7,2.35,68000
George Lucas,320,0,Ian McDiarmid,1000,Liam Neeson,14000,Natalie Portman,20000,474544677,Star Wars: Episode I - The Phantom MenaceÂ ,534658,37723,3597,English,USA,PG,115000000,1999,6.5,2.35,13000
Kirk De Micco,257,16,Nicolas Cage,12000,Emma Stone,15000,Ryan Reynolds,16000,187165546,The CroodsÂ ,150618,43286,195,English,USA,PG,135000000,2013,7.3,2.35,28000
FrÃ©dÃ©ric Forestier,33,0,Vanessa Hessler,141,Santiago Segura,276,Alain Delon,936,,Asterix at the Olympic GamesÂ ,20567,1609,36,French,France,,78000000,2008,5.1,2.35,291
John Woo,152,610,Noah Emmerich,617,Roger Willie,836,Nicolas Cage,12000,40911830,WindtalkersÂ ,55994,15046,454,English,USA,R,115000000,2002,6,2.35,0
Cedric Nicolas-Troyan,231,19,Charlize Theron,9000,Sam Claflin,11000,Chris Hemsworth,26000,47952020,The Huntsman: Winter's WarÂ ,37750,46719,134,English,USA,PG-13,115000000,2016,6.1,2.35,16000
Jonathan Liebesman,348,473,Jeremy Howard,429,Danny Woodburn,809,Noel Fisher,833,190871240,Teenage Mutant Ninja TurtlesÂ ,167085,2690,491,English,USA,PG-13,125000000,2014,5.9,2.35,62000
Alfonso CuarÃ³n,738,0,Amy Warren,13,Basher Savage,23,Phaldut Sharma,39,274084951,GravityÂ ,582917,87,1885,English,UK,PG-13,100000000,2013,7.8,2.35,147000
Roger Donaldson,93,79,Tzi Ma,268,Grant Heslov,293,Jamie RenÃ©e Smith,650,67155742,Dante's PeakÂ ,62271,1569,277,English,USA,PG-13,116000000,1997,5.8,2.35,0
Dave Green,181,13,Brad Garrett,799,Noel Fisher,833,Stephen Amell,5000,81638674,Teenage Mutant Ninja Turtles: Out of the ShadowsÂ ,17533,8306,115,English,USA,PG-13,135000000,2016,6.3,2.35,12000
Josh Trank,369,128,Tim Heidecker,78,Reg E. Cathey,360,Tim Blake Nelson,596,56114221,Fantastic FourÂ ,110486,1261,695,English,USA,PG-13,120000000,2015,4.3,2.35,41000
Shawn Levy,179,189,Steve Coogan,1000,Rami Malek,3000,Robin Williams,49000,250863268,Night at the MuseumÂ ,234480,55486,444,English,USA,PG,110000000,2006,6.4,1.85,3000
Brad Peyton,358,62,Archie Panjabi,884,Ioan Gruffudd,2000,Dwayne Johnson,12000,155181732,San AndreasÂ ,147497,16718,499,English,USA,PG-13,110000000,2015,6.1,2.35,52000
Roger Spottiswoode,160,55,Joe Don Baker,387,Colin Salmon,766,Vincent Schiavelli,811,125332007,Tomorrow Never DiesÂ ,149680,2958,328,English,UK,PG-13,110000000,1997,6.5,2.35,0
Roland Emmerich,192,776,Tom Wilkinson,1000,Adam Baldwin,2000,Heath Ledger,13000,113330342,The PatriotÂ ,207613,19454,1144,English,USA,R,110000000,2000,7.1,2.35,4000
Steven Soderbergh,198,0,Mini Anden,350,Julia Roberts,8000,Brad Pitt,11000,125531634,Ocean's TwelveÂ ,284852,19359,627,English,USA,PG-13,110000000,2004,6.4,2.35,0
Doug Liman,233,218,Stephanie March,322,Angelina Jolie Pitt,11000,Brad Pitt,11000,186336103,Mr. & Mrs. SmithÂ ,348861,22722,798,English,USA,PG-13,120000000,2005,6.5,2.35,0
Robert Schwentke,263,124,Mekhi Phifer,1000,Theo James,5000,Kate Winslet,14000,129995817,InsurgentÂ ,154621,22622,258,English,USA,PG-13,110000000,2015,6.3,2.35,27000
Martin Scorsese,267,17000,Frances Conroy,827,Adam Scott,3000,Leonardo DiCaprio,29000,102608827,The AviatorÂ ,264318,34582,799,English,USA,PG-13,110000000,2004,7.5,2.35,0
